qa_id,step,country,map_no,template_no,source_index,ability_level,reward_pattern,correct_count,mean_reward,signal_class,clipped_ratio,entropy,grad_norm,selection_reason
mapwise_china_map2_3C_t36_src0013,268,china,map2_3C,36,13,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.10223716497421265,0.0,balance_L3_hard_nonfullclip
mapwise_india_map69_0D_t18_src1432,269,india,map69_0D,18,1432,L3,"0,0,0,1",1,0.25,mixed,0.25,0.1495320312678814,0.107421875,retain_all_mixed_signal
mapwise_usa_map_8083_t22_src2541,270,usa,map_8083,22,2541,L2,"1,0,0,1",2,0.5,mixed,0.5,0.11192332580685616,0.05078125,retain_all_mixed_signal
mapwise_usa_map_16161_t21_src2913,273,usa,map_16161,21,2913,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.19726330414414406,0.0,balance_L2_easy_all_correct
mapwise_usa_map_11719_t16_src2596,274,usa,map_11719,16,2596,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1334143728017807,0.0,balance_L1_hard_nonfullclip
mapwise_china_map2_0C_t2_src0583,275,china,map2_0C,2,583,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.21796469762921333,0.0,balance_L0_easy_all_correct
mapwise_usa_map_8576_t8_src2930,277,usa,map_8576,8,2930,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.0997096374630928,0.0,balance_L0_hard_nonfullclip
mapwise_india_map81_5D_t6_src1476,278,india,map81_5D,6,1476,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.13365493528544903,0.0,balance_L0_easy_all_correct
mapwise_china_map3_0C_t33_src0913,279,china,map3_0C,33,913,L3,"0,0,1,0",1,0.25,mixed,0.75,0.10931291431188583,0.10986328125,retain_all_mixed_signal
mapwise_usa_map_15117_t3_src2051,280,usa,map_15117,3,2051,L0,"0,1,1,0",2,0.5,mixed,0.0,0.18212920427322388,0.0091552734375,retain_all_mixed_signal
mapwise_india_map166_7D_t5_src1923,281,india,map166_7D,5,1923,L0,"0,1,0,0",1,0.25,mixed,0.0,0.20140115171670914,0.15625,retain_all_mixed_signal
mapwise_india_map171_4C_t22_src1991,282,india,map171_4C,22,1991,L2,"1,0,1,1",3,0.75,mixed,0.25,0.23915297538042068,0.193359375,retain_all_mixed_signal
mapwise_usa_map_5931_t37_src2797,284,usa,map_5931,37,2797,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.12870314717292786,0.0,balance_L3_hard_nonfullclip
mapwise_usa_map_4042_t1_src2824,287,usa,map_4042,1,2824,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.11495724506676197,0.0,balance_L0_easy_all_correct
mapwise_usa_map_930_t21_src3017,288,usa,map_930,21,3017,L2,"1,1,0,1",3,0.75,mixed,0.25,0.1925121396780014,0.01544189453125,retain_all_mixed_signal
mapwise_india_map131_6D_t42_src1769,290,india,map131_6D,42,1769,L2,"1,1,1,0",3,0.75,mixed,0.25,0.18591762334108353,0.1435546875,retain_all_mixed_signal
mapwise_usa_map_13792_t7_src2977,291,usa,map_13792,7,2977,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.25426843017339706,0.0,balance_L0_easy_all_correct
mapwise_usa_map_11719_t22_src2597,292,usa,map_11719,22,2597,L2,"0,0,0,1",1,0.25,mixed,0.75,0.058786436915397644,0.052490234375,retain_all_mixed_signal
mapwise_china_map5_1C_t41_src0222,293,china,map5_1C,41,222,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.28644995391368866,0.0,balance_L0_easy_all_correct
mapwise_china_map8_0D_t41_src0955,294,china,map8_0D,41,955,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3414054363965988,0.0,balance_L0_hard_nonfullclip
mapwise_india_map90_0C_t23_src1517,295,india,map90_0C,23,1517,L2,"1,1,0,0",2,0.5,mixed,0.5,0.16872137784957886,0.034423828125,retain_all_mixed_signal
mapwise_india_map7_5C_t32_src1064,297,india,map7_5C,32,1064,L2,"1,0,1,1",3,0.75,mixed,0.25,0.2556093707680702,0.027099609375,retain_all_mixed_signal
mapwise_china_map1_1D_t36_src0258,299,china,map1_1D,36,258,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3143821433186531,0.0,balance_L3_hard_nonfullclip
mapwise_usa_map_20746_t18_src2216,300,usa,map_20746,18,2216,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.2490542307496071,0.0,balance_L3_easy_all_correct
mapwise_china_map3_0C_t42_src0908,301,china,map3_0C,42,908,L2,"0,1,0,0",1,0.25,mixed,0.75,0.1097450703382492,0.050048828125,retain_all_mixed_signal
mapwise_india_map97_8D_t19_src1611,303,india,map97_8D,19,1611,L1,"1,1,0,0",2,0.5,mixed,0.25,0.18256190791726112,0.0654296875,retain_all_mixed_signal
mapwise_usa_map_30_t4_src2384,306,usa,map_30,4,2384,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.18141070380806923,0.0,balance_L0_easy_all_correct
mapwise_india_map92_2C_t19_src1548,307,india,map92_2C,19,1548,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.2945322133600712,0.0,balance_L1_hard_nonfullclip
mapwise_india_map112_2D_t36_src1692,308,india,map112_2D,36,1692,L3,"1,0,0,0",1,0.25,mixed,0.75,0.07366637140512466,0.140625,retain_all_mixed_signal
mapwise_usa_map_30_t16_src2387,309,usa,map_30,16,2387,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.16360849514603615,0.0,balance_L1_easy_all_correct
mapwise_china_map3_0C_t19_src0911,312,china,map3_0C,19,911,L1,"1,1,1,0",3,0.75,mixed,0.0,0.29047055169939995,0.031982421875,retain_all_mixed_signal
mapwise_china_map2_0D_t34_src0684,314,china,map2_0D,34,684,L3,"1,0,0,0",1,0.25,mixed,0.75,0.09198139607906342,0.10595703125,retain_all_mixed_signal
mapwise_china_map5_1C_t18_src0225,315,china,map5_1C,18,225,L3,"1,0,0,1",2,0.5,mixed,0.5,0.21268773078918457,0.03857421875,retain_all_mixed_signal
mapwise_usa_map_18402_t42_src2199,316,usa,map_18402,42,2199,L2,"1,0,1,0",2,0.5,mixed,0.0,0.3340924307703972,0.03369140625,retain_all_mixed_signal
mapwise_usa_map_14414_t31_src2252,318,usa,map_14414,31,2252,L2,"0,0,1,0",1,0.25,mixed,0.75,0.06812941282987595,0.037353515625,retain_all_mixed_signal
mapwise_usa_map_7432_t20_src2734,320,usa,map_7432,20,2734,L3,"0,0,0,1",1,0.25,mixed,0.75,0.07455857843160629,0.0341796875,retain_all_mixed_signal
mapwise_usa_map_18402_t6_src2204,322,usa,map_18402,6,2204,L0,"1,1,0,1",3,0.75,mixed,0.0,0.32900507003068924,0.02783203125,retain_all_mixed_signal
mapwise_usa_map_9_t19_src2289,323,usa,map_9,19,2289,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.31329385936260223,0.0,balance_L1_easy_all_correct
mapwise_china_map4_4C_t19_src0596,324,china,map4_4C,19,596,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.23248939588665962,0.0,balance_L1_easy_all_correct
mapwise_china_map23_8C_t7_src0648,325,china,map23_8C,7,648,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.2878006882965565,0.0,balance_L0_easy_all_correct
mapwise_usa_map_1342_t37_src2840,326,usa,map_1342,37,2840,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.2904719151556492,0.0,balance_L3_hard_nonfullclip
mapwise_china_map2_0C_t6_src0578,327,china,map2_0C,6,578,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.24724362045526505,0.0,balance_L0_hard_nonfullclip
mapwise_china_map11_5D_t18_src0958,328,china,map11_5D,18,958,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.21246804296970367,0.0,balance_L3_easy_all_correct
mapwise_india_map166_3C_t18_src1911,329,india,map166_3C,18,1911,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.25628573447465897,0.0,balance_L3_easy_all_correct
mapwise_china_map21_1D_t33_src0449,331,china,map21_1D,33,449,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.31013084203004837,0.0,balance_L3_hard_nonfullclip
mapwise_china_map9_0C_t16_src0746,332,china,map9_0C,16,746,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.36632122844457626,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_488_t6_src2471,333,usa,map_488,6,2471,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.19828172028064728,0.0,balance_L0_hard_nonfullclip
mapwise_india_map166_7D_t41_src1929,334,india,map166_7D,41,1929,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.2596280016005039,0.0,balance_L0_hard_nonfullclip
mapwise_india_map81_5D_t19_src1471,337,india,map81_5D,19,1471,L1,"0,1,0,1",2,0.5,mixed,0.0,0.22107190266251564,0.154296875,retain_all_mixed_signal
mapwise_china_map16_3C_t20_src0851,339,china,map16_3C,20,851,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09062349051237106,0.0,balance_L3_hard_nonfullclip
mapwise_china_map1_1D_t2_src0254,345,china,map1_1D,2,254,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.17553162202239037,0.0,balance_L0_easy_all_correct
mapwise_china_map6_1C_t9_src0980,346,china,map6_1C,9,980,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.3052472248673439,0.0,balance_L1_hard_nonfullclip
mapwise_india_map100_4C_t18_src1622,347,india,map100_4C,18,1622,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.30409524589776993,0.0,balance_L3_hard_nonfullclip
mapwise_usa_map_1136_t3_src2493,352,usa,map_1136,3,2493,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1317203976213932,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_16161_t37_src2910,354,usa,map_16161,37,2910,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3147263377904892,0.0,balance_L3_hard_nonfullclip
mapwise_india_map44_6D_t32_src1289,357,india,map44_6D,32,1289,L2,"0,1,1,1",3,0.75,mixed,0.25,0.2107418067753315,0.0322265625,retain_all_mixed_signal
mapwise_china_map19_4D_t5_src0783,359,china,map19_4D,5,783,L0,"0,0,0,1",1,0.25,mixed,0.0,0.25207073241472244,0.0625,retain_all_mixed_signal
mapwise_china_map2_0D_t5_src0678,360,china,map2_0D,5,678,L0,"1,1,0,0",2,0.5,mixed,0.0,0.2669367976486683,0.035400390625,retain_all_mixed_signal
mapwise_india_map1_0C_t6_src1009,362,india,map1_0C,6,1009,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.31330928206443787,0.0,balance_L0_easy_all_correct
mapwise_china_map3_6D_t19_src0271,363,china,map3_6D,19,271,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.32042674720287323,0.0,balance_L1_easy_all_correct
mapwise_usa_map_2632_t22_src3002,364,usa,map_2632,22,3002,L2,"1,0,0,1",2,0.5,mixed,0.5,0.1707478165626526,0.062255859375,retain_all_mixed_signal
mapwise_china_map3_0C_t31_src0916,365,china,map3_0C,31,916,L2,"0,0,1,0",1,0.25,mixed,0.75,0.10140442848205566,0.0419921875,retain_all_mixed_signal
mapwise_usa_map_6616_t35_src2376,366,usa,map_6616,35,2376,L2,"0,1,1,1",3,0.75,mixed,0.0,0.27463675290346146,0.0419921875,retain_all_mixed_signal
mapwise_usa_map_20774_t34_src2986,367,usa,map_20774,34,2986,L3,"0,1,0,0",1,0.25,mixed,0.75,0.11165694892406464,0.037841796875,retain_all_mixed_signal
mapwise_china_map7_6C_t2_src0061,368,china,map7_6C,2,61,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.17561551183462143,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_8616_t7_src2993,370,usa,map_8616,7,2993,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.28879786282777786,0.0,balance_L0_easy_all_correct
mapwise_usa_map_5000_t34_src2813,371,usa,map_5000,34,2813,L3,"0,1,1,1",3,0.75,mixed,0.25,0.3097132071852684,0.01953125,retain_all_mixed_signal
mapwise_india_map12_8C_t23_src1145,372,india,map12_8C,23,1145,L2,"0,1,0,1",2,0.5,mixed,0.5,0.16304587572813034,0.032470703125,retain_all_mixed_signal
mapwise_china_map20_6C_t3_src0181,373,china,map20_6C,3,181,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.11816821247339249,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_10436_t35_src2268,376,usa,map_10436,35,2268,L2,"0,1,0,0",1,0.25,mixed,0.0,0.2145588994026184,0.03466796875,retain_all_mixed_signal
mapwise_china_map11_1D_t16_src0365,378,china,map11_1D,16,365,L1,"1,1,0,1",3,0.75,mixed,0.0,0.1953580230474472,0.435546875,retain_all_mixed_signal
mapwise_india_map50_8D_t33_src1293,380,india,map50_8D,33,1293,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.07109510898590088,0.0,balance_L3_hard_nonfullclip
mapwise_china_map10_5C_t39_src0095,384,china,map10_5C,39,95,L2,"1,0,1,1",3,0.75,mixed,0.25,0.2668999657034874,0.0220947265625,retain_all_mixed_signal
mapwise_china_map3_3D_t21_src0883,387,china,map3_3D,21,883,L2,"0,0,1,0",1,0.25,mixed,0.75,0.07017061859369278,0.047607421875,retain_all_mixed_signal
mapwise_china_map4_4D_t5_src0282,388,china,map4_4D,5,282,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.22231151908636093,0.0,balance_L0_hard_nonfullclip
mapwise_china_map21_1C_t34_src0764,389,china,map21_1C,34,764,L3,"1,0,1,0",2,0.5,mixed,0.5,0.19415950775146484,0.059814453125,retain_all_mixed_signal
mapwise_india_map50_8D_t42_src1294,391,india,map50_8D,42,1294,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.24416504800319672,0.0,balance_L2_easy_all_correct
mapwise_china_map19_4D_t41_src0782,394,china,map19_4D,41,782,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3394271731376648,0.0,balance_L0_hard_nonfullclip
mapwise_china_map4_4D_t30_src0285,397,china,map4_4D,30,285,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.2481977343559265,0.0,balance_L2_easy_all_correct
mapwise_india_map100_4C_t5_src1623,400,india,map100_4C,5,1623,L0,"0,1,0,0",1,0.25,mixed,0.0,0.31293564289808273,0.0198974609375,retain_all_mixed_signal
mapwise_india_map165_7C_t36_src1900,402,india,map165_7C,36,1900,L3,"0,0,0,1",1,0.25,mixed,0.75,0.09407395124435425,0.040283203125,retain_all_mixed_signal
mapwise_china_map21_1D_t41_src0451,403,china,map21_1D,41,451,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3349524810910225,0.0,balance_L0_hard_nonfullclip
mapwise_china_map11_5D_t24_src0964,404,china,map11_5D,24,964,L2,"1,0,0,1",2,0.5,mixed,0.0,0.27723483741283417,0.0673828125,retain_all_mixed_signal
mapwise_usa_map_1950_t30_src2404,407,usa,map_1950,30,2404,L2,"1,0,1,1",3,0.75,mixed,0.25,0.16600895300507545,0.0185546875,retain_all_mixed_signal
mapwise_usa_map_18501_t35_src2184,408,usa,map_18501,35,2184,L2,"0,1,0,1",2,0.5,mixed,0.5,0.12066759914159775,0.111328125,retain_all_mixed_signal
mapwise_usa_map_5327_t37_src2770,409,usa,map_5327,37,2770,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.1535743549466133,0.0,balance_L3_hard_nonfullclip
mapwise_india_map22_6C_t34_src1215,410,india,map22_6C,34,1215,L3,"0,0,0,1",1,0.25,mixed,0.25,0.270002119243145,0.04150390625,retain_all_mixed_signal
mapwise_india_map51_0D_t16_src1306,411,india,map51_0D,16,1306,L1,"1,1,1,0",3,0.75,mixed,0.0,0.12268915213644505,0.03173828125,retain_all_mixed_signal
mapwise_usa_map_11349_t4_src2488,412,usa,map_11349,4,2488,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.11220209486782551,0.0,balance_L0_hard_nonfullclip
mapwise_india_map41_3D_t24_src1261,413,india,map41_3D,24,1261,L2,"0,1,1,0",2,0.5,mixed,0.5,0.12111582607030869,0.435546875,retain_all_mixed_signal
mapwise_india_map168_3C_t16_src1944,414,india,map168_3C,16,1944,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.5,0.17952340096235275,0.0,balance_L1_hard_nonfullclip
mapwise_china_map5_4C_t33_src0936,417,china,map5_4C,33,936,L3,"1,0,0,0",1,0.25,mixed,0.75,0.08772687613964081,0.0322265625,retain_all_mixed_signal
mapwise_china_map3_2D_t22_src0516,418,china,map3_2D,22,516,L2,"0,1,0,0",1,0.25,mixed,0.75,0.07560724765062332,0.040283203125,retain_all_mixed_signal
mapwise_china_map3_1C_t3_src0232,419,china,map3_1C,3,232,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.11157054640352726,0.0,balance_L0_hard_nonfullclip
mapwise_china_map8_0D_t8_src0950,421,china,map8_0D,8,950,L0,"1,1,1,0",3,0.75,mixed,0.25,0.10226275958120823,0.01220703125,retain_all_mixed_signal
mapwise_india_map126_2C_t3_src1744,422,india,map126_2C,3,1744,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1131097711622715,0.0,balance_L0_hard_nonfullclip
mapwise_india_map53_0C_t6_src1319,423,india,map53_0C,6,1319,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.16053855419158936,0.0,balance_L0_easy_all_correct
mapwise_usa_map_7299_t41_src2751,424,usa,map_7299,41,2751,L0,"0,0,1,1",2,0.5,mixed,0.0,0.23203331977128983,0.0203857421875,retain_all_mixed_signal
mapwise_usa_map_13396_t2_src2686,425,usa,map_13396,2,2686,L0,"0,0,0,1",1,0.25,mixed,0.0,0.24429354444146156,0.0159912109375,retain_all_mixed_signal
mapwise_china_map17_2D_t3_src0807,426,china,map17_2D,3,807,L0,"0,0,0,1",1,0.25,mixed,0.0,0.15293583646416664,0.022705078125,retain_all_mixed_signal
mapwise_india_map61_4D_t9_src1372,428,india,map61_4D,9,1372,L1,"1,1,0,1",3,0.75,mixed,0.0,0.1706107258796692,0.040283203125,retain_all_mixed_signal
mapwise_usa_map_17382_t34_src2590,429,usa,map_17382,34,2590,L3,"1,1,0,1",3,0.75,mixed,0.25,0.2650342136621475,0.03271484375,retain_all_mixed_signal
mapwise_china_map17_2D_t4_src0805,433,china,map17_2D,4,805,L0,"0,0,1,0",1,0.25,mixed,0.0,0.19182008504867554,0.048583984375,retain_all_mixed_signal
mapwise_china_map3_0C_t10_src0912,435,china,map3_0C,10,912,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.28326892852783203,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_9685_t17_src2703,436,usa,map_9685,17,2703,L2,"0,1,0,1",2,0.5,mixed,0.25,0.20161991193890572,0.047119140625,retain_all_mixed_signal
mapwise_india_map152_3D_t16_src1833,437,india,map152_3D,16,1833,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1768112313002348,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_16161_t4_src2916,438,usa,map_16161,4,2916,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.13387226685881615,0.0,balance_L0_hard_nonfullclip
mapwise_china_map1_2D_t13_src0863,439,china,map1_2D,13,863,L2,"0,1,0,0",1,0.25,mixed,0.75,0.07673584669828415,0.04833984375,retain_all_mixed_signal
mapwise_india_map72_6C_t16_src1456,440,india,map72_6C,16,1456,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09410324692726135,0.0,balance_L1_hard_nonfullclip
mapwise_india_map152_3D_t39_src1838,441,india,map152_3D,39,1838,L2,"0,1,1,1",3,0.75,mixed,0.25,0.19152071699500084,0.037353515625,retain_all_mixed_signal
mapwise_india_map112_7D_t4_src1701,443,india,map112_7D,4,1701,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.18366357684135437,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_16161_t41_src2915,446,usa,map_16161,41,2915,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3008884973824024,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_15117_t8_src2046,447,usa,map_15117,8,2046,L0,"0,0,1,0",1,0.25,mixed,0.75,0.04399097338318825,0.059814453125,retain_all_mixed_signal
mapwise_china_map21_1C_t2_src0763,450,china,map21_1C,2,763,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.25804051756858826,0.0,balance_L0_easy_all_correct
mapwise_usa_map_8808_t17_src2007,452,usa,map_8808,17,2007,L2,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.5,0.09753602743148804,0.0,balance_L2_hard_nonfullclip
mapwise_usa_map_6616_t16_src2372,453,usa,map_6616,16,2372,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.14520230516791344,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_13555_t34_src2669,457,usa,map_13555,34,2669,L3,"0,1,1,1",3,0.75,mixed,0.25,0.2761624604463577,0.013671875,retain_all_mixed_signal
mapwise_china_map8_7D_t9_src0528,459,china,map8_7D,9,528,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.21067694202065468,0.0,balance_L1_easy_all_correct
mapwise_usa_map_19_t16_src2400,460,usa,map_19,16,2400,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.12375129014253616,0.0,balance_L1_hard_nonfullclip
mapwise_china_map6_0D_t9_src0520,462,china,map6_0D,9,520,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.2273113951086998,0.0,balance_L1_easy_all_correct
mapwise_usa_map_14414_t3_src2254,467,usa,map_14414,3,2254,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1880481243133545,0.0,balance_L0_hard_nonfullclip
mapwise_india_map158_1C_t20_src1865,468,india,map158_1C,20,1865,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09536760300397873,0.0,balance_L3_hard_nonfullclip
mapwise_usa_map_1280_t36_src2336,469,usa,map_1280,36,2336,L3,"0,1,0,0",1,0.25,mixed,0.5,0.16742367297410965,0.10205078125,retain_all_mixed_signal
mapwise_usa_map_19_t41_src2402,471,usa,map_19,41,2402,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.16132733784615993,0.0,balance_L0_easy_all_correct
mapwise_china_map3_6C_t36_src0020,473,china,map3_6C,36,20,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.3716191351413727,0.0,balance_L3_easy_all_correct
mapwise_china_map16_0D_t21_src0402,474,china,map16_0D,21,402,L2,"0,0,1,0",1,0.25,mixed,0.75,0.06681294739246368,0.04443359375,retain_all_mixed_signal
mapwise_china_map6_2D_t33_src0941,475,china,map6_2D,33,941,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.08264846354722977,0.0,balance_L3_hard_nonfullclip
mapwise_india_map11_1C_t9_src1129,477,india,map11_1C,9,1129,L1,"0,0,0,1",1,0.25,mixed,0.75,0.09225230664014816,0.07275390625,retain_all_mixed_signal
mapwise_india_map100_4C_t32_src1626,479,india,map100_4C,32,1626,L2,"0,1,0,1",2,0.5,mixed,0.0,0.3371129259467125,0.03662109375,retain_all_mixed_signal
mapwise_china_map9_0D_t9_src0346,482,china,map9_0D,9,346,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.2322891168296337,0.0,balance_L1_easy_all_correct
mapwise_china_map9_7C_t7_src0612,483,china,map9_7C,7,612,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.28852394968271255,0.0,balance_L0_easy_all_correct
mapwise_india_map59_2D_t9_src1352,484,india,map59_2D,9,1352,L1,"1,1,0,1",3,0.75,mixed,0.0,0.16533347591757774,0.032470703125,retain_all_mixed_signal
mapwise_usa_map_7_t18_src2131,486,usa,map_7,18,2131,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.25231238827109337,0.0,balance_L3_easy_all_correct
mapwise_china_map8_5C_t22_src0071,487,china,map8_5C,22,71,L2,"1,0,1,0",2,0.5,mixed,0.5,0.18535254895687103,0.1328125,retain_all_mixed_signal
mapwise_usa_map_20584_t33_src2658,489,usa,map_20584,33,2658,L3,"0,1,0,1",2,0.5,mixed,0.5,0.2157411202788353,0.06494140625,retain_all_mixed_signal
mapwise_usa_map_20781_t9_src2780,490,usa,map_20781,9,2780,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.1773461550474167,0.0,balance_L1_easy_all_correct
mapwise_usa_map_14598_t4_src2644,491,usa,map_14598,4,2644,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.09993835911154747,0.0,balance_L0_easy_all_correct
mapwise_usa_map_14598_t36_src2646,493,usa,map_14598,36,2646,L3,"0,1,0,0",1,0.25,mixed,0.25,0.2281038910150528,0.052978515625,retain_all_mixed_signal
mapwise_india_map97_5D_t25_src1593,495,india,map97_5D,25,1593,L2,"1,0,0,0",1,0.25,mixed,0.75,0.08299027383327484,0.060302734375,retain_all_mixed_signal
mapwise_india_map131_6D_t22_src1765,496,india,map131_6D,22,1765,L2,"0,1,1,1",3,0.75,mixed,0.25,0.21449152380228043,0.037353515625,retain_all_mixed_signal
mapwise_india_map1_0C_t13_src1001,497,india,map1_0C,13,1001,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.2915994003415108,0.0,balance_L2_easy_all_correct
mapwise_usa_map_7432_t16_src2732,501,usa,map_7432,16,2732,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.12646042183041573,0.0,balance_L1_hard_nonfullclip
mapwise_india_map79_2D_t19_src1460,502,india,map79_2D,19,1460,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.17949595861136913,0.0,balance_L1_easy_all_correct
mapwise_india_map9_7D_t16_src1109,503,india,map9_7D,16,1109,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.17835760861635208,0.0,balance_L1_hard_nonfullclip
mapwise_india_map67_7D_t38_src1415,504,india,map67_7D,38,1415,L2,"1,0,0,0",1,0.25,mixed,0.75,0.05947054177522659,0.0296630859375,retain_all_mixed_signal
mapwise_india_map81_5D_t17_src1470,505,india,map81_5D,17,1470,L2,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.07401317358016968,0.0,balance_L2_hard_nonfullclip
mapwise_usa_map_18402_t18_src2205,507,usa,map_18402,18,2205,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.2517702616751194,0.0,balance_L3_hard_nonfullclip
mapwise_usa_map_15061_t5_src2650,509,usa,map_15061,5,2650,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1832626610994339,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_13396_t2_src2679,510,usa,map_13396,2,2679,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.25726960599422455,0.0,balance_L0_hard_nonfullclip
mapwise_china_map17_2C_t9_src0842,513,china,map17_2C,9,842,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.30577756464481354,0.0,balance_L1_easy_all_correct
mapwise_india_map97_6D_t4_src1600,514,india,map97_6D,4,1600,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.19584820792078972,0.0,balance_L0_easy_all_correct
