qa_id,step,country,map_no,template_no,source_index,ability_level,reward_pattern,correct_count,mean_reward,signal_class,clipped_ratio,entropy,grad_norm,selection_reason
mapwise_india_map121_2C_t16_src1712,515,india,map121_2C,16,1712,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.08029065281152725,0.0,balance_L1_hard_nonfullclip
mapwise_india_map126_2C_t39_src1740,516,india,map126_2C,39,1740,L2,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09707582741975784,0.0,balance_L2_hard_nonfullclip
mapwise_china_map3_6D_t1_src0276,520,china,map3_6D,1,276,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.12212579883635044,0.0,balance_L0_hard_nonfullclip
mapwise_india_map131_6D_t12_src1764,521,india,map131_6D,12,1764,L2,"1,0,0,1",2,0.5,mixed,0.5,0.14145557582378387,0.03955078125,retain_all_mixed_signal
mapwise_usa_map_12788_t5_src2619,522,usa,map_12788,5,2619,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.219019066542387,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_20781_t2_src2783,527,usa,map_20781,2,2783,L0,"1,0,1,1",3,0.75,mixed,0.0,0.2000158280134201,0.058349609375,retain_all_mixed_signal
mapwise_china_map6_0C_t4_src0665,530,china,map6_0C,4,665,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.18078192323446274,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_8616_t4_src2992,531,usa,map_8616,4,2992,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.2986713796854019,0.0,balance_L0_hard_nonfullclip
mapwise_india_map91_1C_t10_src1539,532,india,map91_1C,10,1539,L1,"1,1,0,0",2,0.5,mixed,0.5,0.18462084978818893,0.06640625,retain_all_mixed_signal
mapwise_india_map112_2D_t7_src1694,536,india,map112_2D,7,1694,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.19623809307813644,0.0,balance_L0_easy_all_correct
mapwise_china_map13_0D_t6_src0548,537,china,map13_0D,6,548,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.33021479845046997,0.0,balance_L0_easy_all_correct
mapwise_usa_map_3689_t23_src2514,541,usa,map_3689,23,2514,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.3168506845831871,0.0,balance_L2_easy_all_correct
mapwise_india_map50_8D_t4_src1291,542,india,map50_8D,4,1291,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.11482461169362068,0.0,balance_L0_easy_all_correct
mapwise_china_map3_3D_t42_src0882,545,china,map3_3D,42,882,L2,"0,1,0,0",1,0.25,mixed,0.75,0.060204245150089264,0.030029296875,retain_all_mixed_signal
mapwise_india_map12_8C_t9_src1146,549,india,map12_8C,9,1146,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.3113958612084389,0.0,balance_L1_easy_all_correct
mapwise_china_map23_8C_t33_src0651,550,china,map23_8C,33,651,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.41411639750003815,0.0,balance_L3_easy_all_correct
mapwise_usa_map_8808_t36_src2006,551,usa,map_8808,36,2006,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09507628530263901,0.0,balance_L3_hard_nonfullclip
mapwise_india_map41_3D_t1_src1264,552,india,map41_3D,1,1264,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.12460831552743912,0.0,balance_L0_easy_all_correct
mapwise_usa_map_9_t22_src2292,554,usa,map_9,22,2292,L2,"0,1,0,1",2,0.5,mixed,0.5,0.12347416207194328,0.019775390625,retain_all_mixed_signal
mapwise_usa_map_9685_t34_src2705,556,usa,map_9685,34,2705,L3,"0,1,0,1",2,0.5,mixed,0.5,0.12025970220565796,0.0390625,retain_all_mixed_signal
mapwise_usa_map_4270_t18_src2360,559,usa,map_4270,18,2360,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.21504322811961174,0.0,balance_L3_easy_all_correct
mapwise_india_map158_3C_t6_src1874,563,india,map158_3C,6,1874,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.14007849246263504,0.0,balance_L0_easy_all_correct
mapwise_usa_map_14414_t41_src2251,565,usa,map_14414,41,2251,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.24103718250989914,0.0,balance_L0_hard_nonfullclip
mapwise_china_map16_3D_t8_src0813,566,china,map16_3D,8,813,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.0766440499573946,0.0,balance_L0_easy_all_correct
mapwise_india_map55_6D_t8_src1330,567,india,map55_6D,8,1330,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.08122879825532436,0.0,balance_L0_easy_all_correct
mapwise_china_map13_0D_t21_src0555,569,china,map13_0D,21,555,L2,"1,0,1,0",2,0.5,mixed,0.5,0.18789393454790115,0.034423828125,retain_all_mixed_signal
mapwise_usa_map_16161_t7_src2912,577,usa,map_16161,7,2912,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.19259481132030487,0.0,balance_L0_easy_all_correct
mapwise_china_map6_1C_t16_src0982,578,china,map6_1C,16,982,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09100481122732162,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_8616_t31_src2989,579,usa,map_8616,31,2989,L2,"1,1,0,0",2,0.5,mixed,0.5,0.1535627245903015,0.048583984375,retain_all_mixed_signal
mapwise_india_map123_0D_t16_src1726,583,india,map123_0D,16,1726,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.19266492128372192,0.0,balance_L1_easy_all_correct
mapwise_china_map14_3C_t19_src0136,589,china,map14_3C,19,136,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.33477818965911865,0.0,balance_L1_hard_nonfullclip
mapwise_india_map44_6D_t33_src1282,590,india,map44_6D,33,1282,L3,"0,0,0,1",1,0.25,mixed,0.75,0.06571845710277557,0.06103515625,retain_all_mixed_signal
mapwise_india_map165_7C_t3_src1907,592,india,map165_7C,3,1907,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.12405856885015965,0.0,balance_L0_easy_all_correct
mapwise_china_map21_1C_t19_src0765,598,china,map21_1C,19,765,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.3040378838777542,0.0,balance_L1_easy_all_correct
mapwise_india_map108_0D_t31_src1669,599,india,map108_0D,31,1669,L2,"1,0,0,0",1,0.25,mixed,0.75,0.06336008012294769,0.042236328125,retain_all_mixed_signal
mapwise_china_map6_0D_t32_src0526,600,china,map6_0D,32,526,L2,"0,0,1,0",1,0.25,mixed,0.75,0.07729842513799667,0.07373046875,retain_all_mixed_signal
mapwise_china_map21_0C_t41_src0646,601,china,map21_0C,41,646,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.2754926346242428,0.0,balance_L0_easy_all_correct
mapwise_china_map10_3D_t6_src0348,602,china,map10_3D,6,348,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.14162720926105976,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_1347_t4_src2900,604,usa,map_1347,4,2900,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.12777667120099068,0.0,balance_L0_easy_all_correct
mapwise_china_map14_7D_t16_src0397,605,china,map14_7D,16,397,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.12898112274706364,0.0,balance_L1_hard_nonfullclip
mapwise_china_map23_5C_t2_src0210,607,china,map23_5C,2,210,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.18065555021166801,0.0,balance_L0_easy_all_correct
mapwise_china_map21_1C_t33_src0768,608,china,map21_1C,33,768,L3,"1,0,1,0",2,0.5,mixed,0.5,0.19421403110027313,0.035888671875,retain_all_mixed_signal
mapwise_china_map11_1D_t42_src0364,610,china,map11_1D,42,364,L2,"1,1,1,0",3,0.75,mixed,0.25,0.1587795987725258,0.02587890625,retain_all_mixed_signal
mapwise_india_map41_3D_t18_src1265,611,india,map41_3D,18,1265,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.2106776349246502,0.0,balance_L3_easy_all_correct
mapwise_usa_map_17382_t37_src2584,612,usa,map_17382,37,2584,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.5,0.08411924540996552,0.0,balance_L3_hard_nonfullclip
mapwise_china_map4_3C_t16_src0922,613,china,map4_3C,16,922,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09759765863418579,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_1280_t42_src2330,616,usa,map_1280,42,2330,L2,"0,1,1,0",2,0.5,mixed,0.0,0.2651081830263138,0.0517578125,retain_all_mixed_signal
mapwise_india_map100_4C_t29_src1624,618,india,map100_4C,29,1624,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.23579637333750725,0.0,balance_L2_easy_all_correct
mapwise_china_map3_2D_t36_src0517,620,china,map3_2D,36,517,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3638216108083725,0.0,balance_L3_hard_nonfullclip
mapwise_india_map85_0C_t34_src1496,623,india,map85_0C,34,1496,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.36159031093120575,0.0,balance_L3_easy_all_correct
mapwise_india_map134_7D_t18_src1788,625,india,map134_7D,18,1788,L3,"1,1,0,0",2,0.5,mixed,0.0,0.27803657203912735,0.06494140625,retain_all_mixed_signal
mapwise_china_map17_4D_t21_src0411,626,china,map17_4D,21,411,L2,"1,1,0,1",3,0.75,mixed,0.25,0.21063368022441864,0.0198974609375,retain_all_mixed_signal
mapwise_india_map102_1D_t42_src1641,627,india,map102_1D,42,1641,L2,"0,1,1,0",2,0.5,mixed,0.25,0.18068742007017136,0.0341796875,retain_all_mixed_signal
mapwise_usa_map_15950_t30_src2241,629,usa,map_15950,30,2241,L2,"1,0,1,1",3,0.75,mixed,0.0,0.2203851044178009,0.0218505859375,retain_all_mixed_signal
mapwise_china_map13_4D_t6_src0385,630,china,map13_4D,6,385,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.14662805944681168,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_18501_t4_src2177,631,usa,map_18501,4,2177,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.13797933422029018,0.0,balance_L0_easy_all_correct
mapwise_china_map23_8C_t31_src0650,632,china,map23_8C,31,650,L2,"1,1,0,1",3,0.75,mixed,0.25,0.27599571645259857,0.025390625,retain_all_mixed_signal
mapwise_china_map8_6C_t22_src0988,635,china,map8_6C,22,988,L2,"1,0,1,1",3,0.75,mixed,0.25,0.297021821141243,0.0201416015625,retain_all_mixed_signal
mapwise_india_map9_2C_t42_src1096,637,india,map9_2C,42,1096,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.36737481504678726,0.0,balance_L2_easy_all_correct
mapwise_india_map170_5C_t39_src1967,639,india,map170_5C,39,1967,L2,"0,0,1,1",2,0.5,mixed,0.5,0.19711051881313324,0.03173828125,retain_all_mixed_signal
mapwise_usa_map_8616_t16_src2994,640,usa,map_8616,16,2994,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.23098627105355263,0.0,balance_L1_hard_nonfullclip
mapwise_china_map4_1C_t6_src0035,641,china,map4_1C,6,35,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.40125032514333725,0.0,balance_L0_hard_nonfullclip
mapwise_china_map18_0D_t32_src0688,645,china,map18_0D,32,688,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.20854427292943,0.0,balance_L2_easy_all_correct
mapwise_usa_map_13283_t33_src2147,648,usa,map_13283,33,2147,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.5,0.21354558318853378,0.0,balance_L3_hard_nonfullclip
mapwise_india_map112_7D_t24_src1709,653,india,map112_7D,24,1709,L2,"1,0,0,0",1,0.25,mixed,0.75,0.04279719665646553,0.056640625,retain_all_mixed_signal
mapwise_india_map1_0C_t5_src1000,656,india,map1_0C,5,1000,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.30938858538866043,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_11274_t18_src2562,658,usa,map_11274,18,2562,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.20037664473056793,0.0,balance_L3_easy_all_correct
mapwise_china_map17_0D_t36_src0567,661,china,map17_0D,36,567,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.351132333278656,0.0,balance_L3_hard_nonfullclip
mapwise_india_map56_3D_t13_src1341,662,india,map56_3D,13,1341,L2,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.5,0.16460858285427094,0.0,balance_L2_hard_nonfullclip
mapwise_india_map72_6C_t19_src1459,663,india,map72_6C,19,1459,L1,"1,1,0,1",3,0.75,mixed,0.25,0.3335367515683174,0.044189453125,retain_all_mixed_signal
mapwise_india_map139_1C_t3_src1812,664,india,map139_1C,3,1812,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.14911634102463722,0.0,balance_L0_easy_all_correct
mapwise_usa_map_689_t18_src2965,665,usa,map_689,18,2965,L3,"0,1,1,1",3,0.75,mixed,0.0,0.16913073882460594,0.04296875,retain_all_mixed_signal
mapwise_china_map10_5C_t2_src0096,666,china,map10_5C,2,96,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.21563997119665146,0.0,balance_L0_easy_all_correct
mapwise_india_map166_3C_t5_src1913,671,india,map166_3C,5,1913,L0,"0,0,1,0",1,0.25,mixed,0.0,0.35368894040584564,0.0198974609375,retain_all_mixed_signal
mapwise_china_map3_6D_t34_src0274,674,china,map3_6D,34,274,L3,"0,0,1,1",2,0.5,mixed,0.5,0.16256310045719147,0.06396484375,retain_all_mixed_signal
mapwise_india_map33_5D_t22_src1256,675,india,map33_5D,22,1256,L2,"0,0,0,1",1,0.25,mixed,0.75,0.06331232935190201,0.07763671875,retain_all_mixed_signal
mapwise_usa_map_2632_t9_src3006,677,usa,map_2632,9,3006,L1,"1,1,1,0",3,0.75,mixed,0.25,0.24563736468553543,0.021240234375,retain_all_mixed_signal
mapwise_india_map112_7D_t8_src1707,679,india,map112_7D,8,1707,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.10039204359054565,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_19332_t36_src2172,681,usa,map_19332,36,2172,L3,"0,1,0,0",1,0.25,mixed,0.5,0.12741956114768982,0.034912109375,retain_all_mixed_signal
mapwise_china_map4_1C_t20_src0032,682,china,map4_1C,20,32,L3,"1,0,1,1",3,0.75,mixed,0.25,0.27419235557317734,0.059326171875,retain_all_mixed_signal
mapwise_usa_map_10436_t9_src2267,685,usa,map_10436,9,2267,L1,"0,0,1,1",2,0.5,mixed,0.5,0.09693863242864609,0.00775146484375,retain_all_mixed_signal
mapwise_usa_map_1342_t31_src2847,688,usa,map_1342,31,2847,L2,"1,1,1,1",4,1.0,all_correct,0.0,0.2859032303094864,0.0,balance_L2_easy_all_correct
mapwise_india_map156_2D_t8_src1846,691,india,map156_2D,8,1846,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.07696097902953625,0.0,balance_L0_easy_all_correct
mapwise_india_map60_2D_t16_src1361,692,india,map60_2D,16,1361,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.14355607144534588,0.0,balance_L1_easy_all_correct
mapwise_usa_map_15061_t3_src2652,694,usa,map_15061,3,2652,L0,"1,0,1,0",2,0.5,mixed,0.25,0.1262936145067215,0.051025390625,retain_all_mixed_signal
mapwise_india_map51_0D_t34_src1301,695,india,map51_0D,34,1301,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.08132749050855637,0.0,balance_L3_hard_nonfullclip
mapwise_china_map5_4C_t7_src0934,696,china,map5_4C,7,934,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.31047075241804123,0.0,balance_L0_easy_all_correct
mapwise_usa_map_14598_t30_src2638,697,usa,map_14598,30,2638,L2,"0,0,0,1",1,0.25,mixed,0.0,0.22575727105140686,0.0296630859375,retain_all_mixed_signal
mapwise_china_map18_4D_t18_src0424,698,china,map18_4D,18,424,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.17592724785208702,0.0,balance_L3_easy_all_correct
mapwise_india_map110_5C_t33_src1684,699,india,map110_5C,33,1684,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.1034960076212883,0.0,balance_L3_hard_nonfullclip
mapwise_china_map2_3C_t32_src0011,701,china,map2_3C,32,11,L2,"0,0,1,1",2,0.5,mixed,0.5,0.15385376662015915,0.0252685546875,retain_all_mixed_signal
mapwise_usa_map_5931_t9_src2799,704,usa,map_5931,9,2799,L1,"1,0,0,0",1,0.25,mixed,0.25,0.29744473844766617,0.050048828125,retain_all_mixed_signal
mapwise_usa_map_12175_t16_src2614,705,usa,map_12175,16,2614,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.09844174049794674,0.0,balance_L1_easy_all_correct
mapwise_china_map23_4D_t2_src0699,709,china,map23_4D,2,699,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1968633532524109,0.0,balance_L0_hard_nonfullclip
mapwise_china_map14_3C_t5_src0131,710,china,map14_3C,5,131,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.2595503255724907,0.0,balance_L0_easy_all_correct
mapwise_usa_map_18501_t22_src2180,711,usa,map_18501,22,2180,L2,"1,1,0,1",3,0.75,mixed,0.25,0.17344845831394196,0.0255126953125,retain_all_mixed_signal
mapwise_china_map7_8D_t3_src0327,715,china,map7_8D,3,327,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.09941837750375271,0.0,balance_L0_hard_nonfullclip
mapwise_china_map13_4D_t36_src0378,718,china,map13_4D,36,378,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.29771649092435837,0.0,balance_L3_easy_all_correct
mapwise_china_map11_1D_t41_src0366,720,china,map11_1D,41,366,L0,"0,1,0,0",1,0.25,mixed,0.0,0.29261644557118416,0.0220947265625,retain_all_mixed_signal
mapwise_china_map1_1D_t6_src0252,722,china,map1_1D,6,252,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.17134317010641098,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_5000_t31_src2815,723,usa,map_5000,31,2815,L2,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.08319514244794846,0.0,balance_L2_hard_nonfullclip
mapwise_india_map93_1C_t5_src1559,726,india,map93_1C,5,1559,L0,"1,0,0,0",1,0.25,mixed,0.0,0.32531528174877167,0.06982421875,retain_all_mixed_signal
mapwise_india_map164_4C_t5_src1892,727,india,map164_4C,5,1892,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.3605852946639061,0.0,balance_L0_hard_nonfullclip
mapwise_china_map4_4C_t3_src0593,730,china,map4_4C,3,593,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.1307003702968359,0.0,balance_L0_hard_nonfullclip
mapwise_china_map7_8D_t42_src0321,731,china,map7_8D,42,321,L2,"0,1,1,1",3,0.75,mixed,0.25,0.16955063119530678,0.0184326171875,retain_all_mixed_signal
mapwise_china_map2_0D_t16_src0687,734,china,map2_0D,16,687,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.14396080747246742,0.0,balance_L1_hard_nonfullclip
mapwise_china_map5_0D_t38_src0895,737,china,map5_0D,38,895,L2,"0,1,0,1",2,0.5,mixed,0.25,0.2135012075304985,0.029296875,retain_all_mixed_signal
mapwise_india_map112_7D_t19_src1706,738,india,map112_7D,19,1706,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.25626832991838455,0.0,balance_L1_easy_all_correct
mapwise_usa_map_5000_t9_src2811,739,usa,map_5000,9,2811,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.30104388669133186,0.0,balance_L1_easy_all_correct
mapwise_china_map14_7D_t1_src0389,740,china,map14_7D,1,389,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.09803887456655502,0.0,balance_L0_easy_all_correct
mapwise_china_map17_4C_t19_src0151,741,china,map17_4C,19,151,L1,"0,1,0,1",2,0.5,mixed,0.25,0.2890956774353981,0.050048828125,retain_all_mixed_signal
mapwise_china_map8_7D_t32_src0531,742,china,map8_7D,32,531,L2,"1,1,0,0",2,0.5,mixed,0.5,0.16063015908002853,0.0289306640625,retain_all_mixed_signal
mapwise_usa_map_15950_t9_src2244,748,usa,map_15950,9,2244,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.1712239794433117,0.0,balance_L1_easy_all_correct
mapwise_india_map101_2D_t5_src1638,749,india,map101_2D,5,1638,L0,"1,1,0,1",3,0.75,mixed,0.0,0.2493298277258873,0.03466796875,retain_all_mixed_signal
mapwise_india_map44_6D_t1_src1288,750,india,map44_6D,1,1288,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.13717341795563698,0.0,balance_L0_easy_all_correct
mapwise_usa_map_3689_t33_src2511,752,usa,map_3689,33,2511,L3,"0,0,0,1",1,0.25,mixed,0.75,0.0735420286655426,0.07275390625,retain_all_mixed_signal
mapwise_india_map83_1D_t4_src1488,754,india,map83_1D,4,1488,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.09716670028865337,0.0,balance_L0_easy_all_correct
mapwise_usa_map_4042_t21_src2823,755,usa,map_4042,21,2823,L2,"0,1,0,1",2,0.5,mixed,0.0,0.28712300956249237,0.0269775390625,retain_all_mixed_signal
mapwise_usa_map_7444_t12_src2726,757,usa,map_7444,12,2726,L2,"0,1,1,1",3,0.75,mixed,0.25,0.1652982532978058,0.01904296875,retain_all_mixed_signal
mapwise_china_map10_3D_t13_src0350,758,china,map10_3D,13,350,L2,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.75,0.09578809887170792,0.0,balance_L2_hard_nonfullclip
mapwise_india_map158_3C_t42_src1871,762,india,map158_3C,42,1871,L2,"1,1,0,1",3,0.75,mixed,0.0,0.3824068233370781,0.048095703125,retain_all_mixed_signal
mapwise_china_map13_4C_t5_src0675,765,china,map13_4C,5,675,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.25074248388409615,0.0,balance_L0_easy_all_correct
mapwise_china_map11_8D_t16_src0543,768,china,map11_8D,16,543,L1,"0,1,0,1",2,0.5,mixed,0.25,0.13939352706074715,0.035888671875,retain_all_mixed_signal
mapwise_usa_map_33_t18_src2029,770,usa,map_33,18,2029,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.13363929465413094,0.0,balance_L3_easy_all_correct
mapwise_india_map7_5C_t18_src1062,771,india,map7_5C,18,1062,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.201517041772604,0.0,balance_L3_easy_all_correct
mapwise_china_map4_3C_t9_src0917,773,china,map4_3C,9,917,L1,"1,0,0,1",2,0.5,mixed,0.5,0.20304665714502335,0.03369140625,retain_all_mixed_signal
mapwise_usa_map_5931_t21_src2801,775,usa,map_5931,21,2801,L2,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.32427962869405746,0.0,balance_L2_hard_nonfullclip
mapwise_usa_map_7729_t6_src2943,776,usa,map_7729,6,2943,L0,"0,1,0,1",2,0.5,mixed,0.0,0.4038790613412857,0.017333984375,retain_all_mixed_signal
mapwise_china_map8_7D_t41_src0530,777,china,map8_7D,41,530,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.2948523089289665,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_8213_t21_src2311,778,usa,map_8213,21,2311,L2,"0,1,0,0",1,0.25,mixed,0.5,0.19087152183055878,0.039306640625,retain_all_mixed_signal
mapwise_india_map9_2C_t36_src1095,779,india,map9_2C,36,1095,L3,"0,0,1,0",1,0.25,mixed,0.75,0.09220471978187561,0.0308837890625,retain_all_mixed_signal
mapwise_india_map166_7D_t19_src1925,780,india,map166_7D,19,1925,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.17636939883232117,0.0,balance_L1_hard_nonfullclip
mapwise_china_map1_1D_t34_src0255,781,china,map1_1D,34,255,L3,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.5,0.1441454030573368,0.0,balance_L3_hard_nonfullclip
mapwise_india_map61_4D_t5_src1377,782,india,map61_4D,5,1377,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.1927260011434555,0.0,balance_L0_easy_all_correct
mapwise_usa_map_5327_t22_src2776,786,usa,map_5327,22,2776,L2,"0,1,1,0",2,0.5,mixed,0.5,0.09795347973704338,0.0255126953125,retain_all_mixed_signal
mapwise_usa_map_1342_t18_src2839,789,usa,map_1342,18,2839,L3,"1,1,1,1",4,1.0,all_correct,0.0,0.17338509485125542,0.0,balance_L3_easy_all_correct
mapwise_china_map21_1D_t9_src0453,790,china,map21_1D,9,453,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.14666113257408142,0.0,balance_L1_easy_all_correct
mapwise_china_map17_2C_t16_src0839,792,china,map17_2C,16,839,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.2756424844264984,0.0,balance_L1_hard_nonfullclip
mapwise_china_map16_3C_t32_src0855,796,china,map16_3C,32,855,L2,"0,1,1,1",3,0.75,mixed,0.0,0.35388195514678955,0.043701171875,retain_all_mixed_signal
mapwise_india_map105_6C_t9_src1656,797,india,map105_6C,9,1656,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.25,0.2880984842777252,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_13396_t9_src2680,798,usa,map_13396,9,2680,L1,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.2629850320518017,0.0,balance_L1_hard_nonfullclip
mapwise_usa_map_9447_t16_src2713,799,usa,map_9447,16,2713,L1,"1,1,1,0",3,0.75,mixed,0.0,0.09927112050354481,0.01507568359375,retain_all_mixed_signal
mapwise_china_map17_2C_t42_src0846,800,china,map17_2C,42,846,L2,"1,0,0,0",1,0.25,mixed,0.75,0.08617419004440308,0.0830078125,retain_all_mixed_signal
mapwise_usa_map_9685_t9_src2699,801,usa,map_9685,9,2699,L1,"1,1,1,1",4,1.0,all_correct,0.0,0.1270869728177786,0.0,balance_L1_easy_all_correct
mapwise_india_map131_6D_t16_src1762,803,india,map131_6D,16,1762,L1,"0,1,0,1",2,0.5,mixed,0.0,0.14334551244974136,0.044677734375,retain_all_mixed_signal
mapwise_china_map9_0D_t6_src0342,805,china,map9_0D,6,342,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.14601879566907883,0.0,balance_L0_hard_nonfullclip
mapwise_india_map41_3D_t30_src1262,809,india,map41_3D,30,1262,L2,"1,0,1,1",3,0.75,mixed,0.0,0.26469235122203827,0.08349609375,retain_all_mixed_signal
mapwise_india_map12_8C_t7_src1141,810,india,map12_8C,7,1141,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.2692612558603287,0.0,balance_L0_easy_all_correct
mapwise_china_map3_3D_t4_src0881,811,china,map3_3D,4,881,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.21465346217155457,0.0,balance_L0_easy_all_correct
mapwise_india_map22_6C_t2_src1211,812,india,map22_6C,2,1211,L0,"0,0,0,0",0,0.0,all_wrong_nonfullclip,0.0,0.17227429524064064,0.0,balance_L0_hard_nonfullclip
mapwise_usa_map_15950_t4_src2236,813,usa,map_15950,4,2236,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.12337963283061981,0.0,balance_L0_easy_all_correct
mapwise_india_map134_7D_t2_src1784,814,india,map134_7D,2,1784,L0,"1,1,1,1",4,1.0,all_correct,0.0,0.15576712414622307,0.0,balance_L0_easy_all_correct
